case_id,amount_due,days_overdue,monthly_income,monthly_expense,payment_history_score,missed_payments,previous_recovery_rate,contact_success_rate,last_payment_days_ago,account_age_days,reminders_received,digital_engagement,hardship_flag,recovered,recovery_days
41668,6219.33,42,69077.61,31623.25,59.6,2,0.251,0.666,28,889,6,0.661,1,0,
41669,5595.15,39,24716.77,21005.26,57.09,0,0.887,0.576,15,1085,2,0.28,0,1,25.0
41670,2996.3,147,45009.61,27631.74,38.77,1,0.868,0.197,24,456,4,0.997,0,0,
41671,50474.59,20,17792.6,8443.55,71.81,1,0.242,0.647,111,1977,6,0.594,0,0,
41672,31011.59,68,69040.82,59636.98,99.16,3,0.582,0.592,43,2341,1,0.528,0,1,14.0
41673,9077.14,155,37953.97,18192.65,87.18,0,0.419,0.666,30,1617,2,0.283,0,1,24.0
41674,1444.98,65,65130.5,45952.66,90.04,0,0.358,0.447,159,1778,1,0.993,1,0,
41675,9380.36,91,41771.87,26151.36,55.02,2,0.008,0.968,86,1431,4,0.023,0,0,
41676,735.96,46,29487.38,22093.48,74.22,0,0.605,0.886,42,2461,6,0.149,0,1,5.0
41677,9112.45,119,31624.56,17451.11,67.06,4,0.766,0.952,125,2191,2,0.798,0,0,
41678,385.72,50,29923.81,16235.29,32.5,3,0.643,0.58,165,1405,6,0.52,0,0,
41679,2309.61,92,45363.97,32773.52,84.26,4,0.544,0.727,59,2422,2,0.21,0,0,
41680,7842.39,99,24757.31,23159.61,58.06,5,0.637,0.071,180,947,0,0.04,0,0,
41681,4056.84,1,36507.64,33761.7,30.05,1,0.602,0.798,154,2490,6,0.298,1,0,
41682,913.37,3,38526.44,14889.19,24.09,2,0.056,0.783,180,2429,5,0.996,1,0,
41683,3416.05,4,16438.62,11468.26,74.82,1,0.234,0.833,127,1657,3,0.926,0,1,1.0
41684,4058.22,155,20860.42,7547.63,83.45,4,0.797,0.633,29,1296,3,0.106,1,0,
41685,3511.6,37,15698.3,12042.73,45.19,2,0.145,0.588,146,1384,4,0.267,0,0,
41686,2152.05,23,31370.26,24526.96,54.12,2,0.39,0.46,68,1585,7,0.307,1,1,26.0
41687,5908.01,155,34708.36,16514.76,54.46,5,0.456,0.786,29,2482,1,0.878,1,0,
41688,7449.7,89,52331.9,40018.99,36.95,4,0.597,0.775,161,1022,4,0.513,0,0,
41689,2635.02,82,23462.33,9391.63,24.63,2,0.642,0.816,53,1913,5,0.752,0,0,
41690,10053.98,2,18640.42,8056.36,96.82,1,0.632,0.738,165,1742,7,0.484,1,0,
41691,2630.66,10,27767.45,18303.28,43.62,4,0.183,0.436,3,2150,4,0.357,1,0,
41692,2014.54,172,44028.3,25088.99,75.13,2,0.656,0.101,171,795,3,0.094,1,0,
41693,8826.63,98,85488.48,77867.59,32.7,3,0.688,0.198,34,711,0,0.329,0,1,19.0
41694,8572.7,90,38197.8,27484.2,76.69,3,0.598,0.498,141,1956,3,0.523,0,0,
41695,1815.13,27,21641.39,16500.36,89.31,2,0.514,0.358,175,1881,7,0.021,1,0,
41696,1616.15,37,44457.51,37652.63,56.09,2,0.316,0.344,61,1397,2,0.31,0,0,
41697,12228.3,177,38260.19,32274.5,96.68,3,0.88,0.232,98,2360,7,0.515,0,0,
41698,2745.92,29,36926.67,29965.09,38.96,6,0.086,0.448,140,321,5,0.923,0,0,
41699,2988.8,136,18594.49,14569.33,97.6,2,0.002,0.18,135,253,0,0.491,0,0,
41700,2436.22,125,44276.01,36525.19,81.61,4,0.277,0.515,82,94,0,0.146,0,0,
41701,8580.85,88,28726.7,11069.72,58.84,1,0.237,0.605,153,727,5,0.864,0,1,29.0
41702,16569.8,60,28598.66,20255.77,52.7,1,0.82,0.574,63,288,7,0.405,1,1,1.0
41703,3152.62,128,56963.45,43516.49,57.29,2,0.792,0.904,177,2245,4,0.023,0,0,
41704,20623.32,93,48556.49,29801.49,39.98,3,0.072,0.24,23,1093,6,0.395,0,0,
41705,1912.93,77,20565.7,17233.07,21.0,1,0.74,0.782,160,1365,7,0.961,0,0,
41706,2377.39,25,76999.29,59541.42,55.18,1,0.991,0.68,180,2271,6,0.852,0,0,
41707,5107.52,135,61338.78,24438.75,74.02,2,0.252,0.649,73,1993,3,0.232,0,0,
41708,1550.62,22,23830.46,20124.49,88.01,2,0.271,0.405,166,2199,1,0.249,0,0,
41709,5055.19,97,12164.75,6821.57,84.93,1,0.282,0.02,101,91,6,0.842,0,0,
41710,1968.85,111,43384.3,27411.55,91.72,3,0.237,0.476,162,739,0,0.044,0,0,
41711,866.71,15,41510.27,22492.98,20.42,2,0.406,0.636,134,1662,1,0.615,0,0,
41712,739.52,131,22796.76,19926.68,40.92,3,0.207,0.386,83,2339,4,0.972,0,0,
41713,2300.7,125,90373.32,52739.63,33.0,2,0.476,0.387,171,2047,5,0.056,0,0,
41714,4163.41,136,34389.85,31176.32,41.48,1,0.291,0.53,150,1207,7,0.359,0,1,10.0
41715,1003.3,48,35683.89,31560.55,21.31,2,0.059,0.151,113,534,1,0.96,0,0,
41716,3438.78,95,43035.99,29217.07,42.97,0,0.622,0.919,93,517,2,0.766,1,0,
41717,3446.58,92,67038.44,36774.8,78.61,3,0.049,0.41,15,857,6,0.074,0,0,
41718,2606.82,83,41955.78,16056.87,20.39,2,0.658,0.473,82,287,0,0.658,0,0,
41719,1420.84,82,37802.58,13878.96,71.44,5,0.951,0.273,66,1929,6,0.031,1,0,
41720,3612.62,180,17627.55,15130.61,64.09,3,0.582,0.192,144,2267,3,0.453,0,0,
41721,2660.13,118,35967.98,26061.99,65.06,2,0.102,0.47,112,2364,6,0.657,0,1,29.0
41722,6538.05,38,71097.78,37121.38,78.51,2,0.181,0.466,98,2426,0,0.911,1,0,
41723,1059.71,150,26011.31,12056.54,98.59,1,0.95,0.304,64,1136,1,0.421,0,1,26.0
41724,3265.51,127,38765.44,15104.47,60.89,4,0.45,0.799,119,2372,7,0.155,0,0,
41725,1077.64,105,7772.81,4700.61,35.12,3,0.917,0.443,1,1335,3,0.726,1,0,
41726,2465.97,13,74042.93,41448.32,93.16,2,0.768,0.862,97,105,7,0.126,0,1,16.0
41727,1241.33,164,34437.1,21165.2,67.82,2,0.286,0.492,69,1504,5,0.254,0,0,
41728,1431.07,54,33470.57,21608.64,76.51,2,0.503,0.469,42,2193,2,0.64,0,0,
41729,2971.8,105,47109.26,34655.62,78.52,1,0.598,0.319,148,1733,4,0.775,0,0,
41730,1895.99,175,42136.17,23283.29,98.33,3,0.083,0.035,170,1722,2,0.039,1,0,
41731,9636.91,47,44763.56,16655.18,80.73,2,0.957,0.783,10,227,2,0.044,0,0,
41732,7656.67,70,20285.92,12874.56,55.75,4,0.074,0.213,139,758,0,0.81,0,0,
41733,5674.86,72,70483.34,48251.59,86.31,4,0.413,0.601,91,2164,2,0.533,0,0,
41734,5585.7,88,64821.46,31836.55,51.94,2,0.827,0.467,81,228,0,0.682,0,0,
41735,3308.37,101,43002.35,23315.52,74.37,3,0.201,0.528,166,1665,3,0.578,0,0,
41736,8466.2,38,79096.32,61531.88,38.38,3,0.374,0.126,81,558,3,0.291,0,0,
41737,2356.11,117,36852.07,22048.35,70.06,0,0.585,0.856,152,2419,5,0.732,1,1,19.0
41738,16244.3,110,28774.7,17800.43,60.05,3,0.867,0.978,42,763,1,0.503,1,0,
41739,1402.83,176,41697.48,30705.82,89.96,1,0.533,0.462,47,1007,6,0.111,0,0,
41740,1208.26,22,66261.31,52712.65,31.39,2,0.319,0.671,86,2396,5,0.775,1,0,
41741,976.54,150,29540.05,19814.95,29.95,3,0.104,0.148,35,748,0,0.102,0,0,
41742,1122.49,87,28546.67,21145.9,31.62,0,0.549,0.47,86,1117,5,0.358,1,0,
41743,809.58,1,21408.29,17964.08,26.75,0,0.661,0.489,91,846,3,0.089,0,1,3.0
41744,3537.86,120,36113.17,15525.98,97.35,3,0.438,0.397,72,2019,7,0.308,0,0,
41745,5902.06,42,40342.33,18137.47,30.45,3,0.647,0.819,143,1611,3,0.221,0,1,5.0
41746,3063.49,110,21673.35,15797.08,48.42,1,0.243,0.958,152,516,2,0.482,1,0,
41747,984.14,130,13434.52,12440.89,78.4,0,0.291,0.923,132,1223,4,0.189,0,0,
41748,2047.26,103,30212.46,10727.97,29.65,4,0.872,0.957,159,810,4,0.699,1,0,
41749,5844.11,128,41338.28,21749.6,35.02,0,0.049,0.808,124,1882,5,0.986,0,0,
41750,2267.55,61,85285.84,44322.6,41.45,2,0.595,0.843,134,1862,1,0.815,0,0,
41751,1573.87,138,53781.89,23802.24,45.83,2,0.847,0.207,106,942,2,0.027,1,1,17.0
41752,888.0,36,120151.21,78277.6,30.58,0,0.488,0.195,11,1222,0,0.218,0,0,
41753,2125.59,103,28545.3,20812.55,29.81,2,0.512,0.465,87,2346,0,0.75,0,0,
41754,1699.26,57,45953.39,33115.3,84.45,1,0.238,0.888,51,280,3,0.651,0,1,23.0
41755,2781.93,16,34425.45,31969.27,34.69,2,0.25,0.386,119,1675,7,0.311,0,0,
41756,4363.82,141,126863.98,66062.2,85.87,1,0.13,0.943,12,2423,2,0.6,0,0,
41757,2378.02,162,49165.95,33303.81,42.27,1,0.365,0.138,156,136,0,0.428,0,0,
41758,3455.93,22,11219.37,4422.23,76.23,0,0.728,0.299,38,364,0,0.451,0,1,29.0
41759,4348.58,147,26672.11,19855.54,25.84,1,0.574,0.061,163,1480,2,0.204,0,0,
41760,1114.49,146,17150.21,14681.12,81.93,0,0.795,0.261,97,1181,7,0.019,0,0,
41761,13478.26,48,69825.53,63955.34,69.37,2,0.419,0.544,13,1027,0,0.408,0,0,
41762,1647.24,138,24243.82,16636.37,79.06,0,0.782,0.726,82,494,4,0.341,1,0,
41763,4506.36,27,44934.83,34527.89,33.29,0,0.825,0.268,128,1384,7,0.524,0,0,
41764,1201.36,142,33687.54,28695.42,90.02,3,0.943,0.276,30,2408,3,0.374,1,0,
41765,3255.54,140,29769.4,25537.07,47.05,0,0.459,0.829,149,1303,2,0.723,1,0,
41766,3352.25,86,22466.07,11687.84,25.42,3,0.766,0.77,70,809,6,0.645,0,1,27.0
41767,11240.51,137,28442.11,21089.74,60.79,2,0.029,0.338,63,1199,1,0.238,0,0,
41768,2474.78,163,37273.29,34076.15,25.27,1,0.172,0.006,37,1020,5,0.937,0,0,
41769,8430.2,14,30850.85,28125.35,21.27,1,0.777,0.562,114,1965,5,0.894,0,1,29.0
41770,3760.72,24,46928.74,21670.31,77.24,2,0.258,0.844,55,1418,5,0.848,1,0,
41771,13117.28,100,15241.13,13769.78,22.57,0,0.137,0.748,119,1317,2,0.619,0,0,
41772,717.61,90,17540.67,15971.32,46.39,0,0.108,0.679,125,1289,4,0.13,0,0,
41773,4384.08,46,53021.68,36228.37,75.56,0,0.596,0.148,54,1452,3,0.812,0,0,
41774,351.32,26,21701.8,10362.04,38.09,0,0.353,0.088,39,616,2,0.716,0,0,
41775,2845.64,174,16654.41,6352.85,99.74,3,0.402,0.874,138,2081,4,0.78,1,0,
41776,6746.6,71,41913.64,19509.75,41.69,1,0.595,0.325,112,396,5,0.858,0,1,14.0
41777,9475.77,29,33179.48,14298.33,55.13,2,0.455,0.148,65,267,0,0.528,0,0,
41778,5382.45,133,55582.33,25877.72,69.92,0,0.549,0.787,33,1336,0,0.896,1,0,
41779,2362.68,30,9768.31,9116.26,24.68,2,0.258,0.71,70,2476,3,0.23,0,0,
41780,4610.55,12,15220.9,6821.43,46.95,1,0.223,0.262,12,2342,1,0.716,0,0,
41781,22316.93,61,47065.94,31352.42,43.16,1,0.362,0.766,94,249,0,0.893,0,1,26.0
41782,3166.25,142,47513.83,23321.76,45.54,4,0.459,0.207,53,936,1,0.644,0,0,
41783,6430.64,31,53497.07,21094.0,91.4,2,0.625,0.709,144,491,5,0.078,0,0,
41784,2114.38,171,49282.93,24447.38,65.44,3,0.224,0.026,114,606,7,0.48,0,0,
41785,7018.76,76,37449.4,28560.65,86.7,1,0.333,0.179,52,1633,5,0.981,0,0,
41786,6153.92,180,26869.4,12608.45,41.59,3,0.642,0.324,149,1383,6,0.742,0,0,
41787,1829.12,123,14231.24,6221.65,63.53,4,0.868,0.741,116,106,4,0.168,0,1,9.0
41788,5551.62,173,95688.39,39330.37,63.88,4,0.211,0.393,133,1398,2,0.188,1,0,
41789,5766.54,23,22304.98,9772.69,80.18,2,0.269,0.774,56,160,4,0.256,0,0,
41790,5388.13,94,65248.01,24096.83,53.96,1,0.461,0.92,11,1440,5,0.583,0,1,26.0
41791,2884.43,133,26776.93,12347.61,56.4,1,0.74,0.445,89,499,6,0.242,0,0,
41792,7968.68,58,32216.94,29019.71,35.01,3,0.321,0.197,175,1976,2,0.403,1,0,
41793,1411.01,97,24100.74,22850.35,30.31,3,0.163,0.907,41,282,4,0.335,0,0,
41794,3004.3,168,37527.49,29788.98,43.47,2,0.689,0.152,85,1320,4,0.246,0,0,
41795,3258.83,12,46384.11,31365.11,77.13,2,0.446,0.029,126,224,5,0.739,0,0,
41796,7609.09,94,15330.25,5961.63,73.5,2,0.654,0.061,20,1138,0,0.603,1,0,
41797,1375.84,17,46726.55,39243.01,90.25,1,0.771,0.082,106,2042,2,0.923,0,1,4.0
41798,3615.1,15,82756.46,38030.48,94.58,5,0.579,0.313,96,2478,2,0.614,1,0,
41799,2010.49,171,47035.0,37205.19,35.57,2,0.113,0.217,112,2181,0,0.765,0,0,
41800,3253.75,67,54260.06,50906.01,76.57,3,0.775,0.365,167,2141,1,0.453,0,1,15.0
41801,4079.93,128,33232.38,27995.44,62.35,1,0.788,0.796,85,1355,3,0.014,0,0,
41802,1071.98,142,27942.96,20041.72,63.07,0,0.067,0.986,32,2125,0,0.98,0,0,
41803,8194.74,81,41052.49,18972.98,94.85,1,0.545,0.219,168,1873,7,0.494,0,0,
41804,4197.59,96,21049.12,19944.4,75.83,3,0.588,0.861,98,1602,5,0.868,0,1,28.0
41805,1499.85,35,31625.51,12930.94,47.87,3,0.24,0.773,57,2316,7,0.835,1,0,
41806,2268.91,30,15678.68,12505.4,81.63,0,0.014,0.656,157,930,1,0.517,1,0,
41807,9851.28,69,20481.6,10594.06,62.36,3,0.928,0.818,86,710,6,0.321,1,0,
41808,4157.55,13,65358.84,23457.42,86.84,0,0.639,0.276,55,986,4,0.486,0,1,6.0
41809,1377.6,21,10504.81,5741.73,45.97,2,0.619,0.989,172,1881,5,0.203,0,0,
41810,1592.72,38,52724.75,39165.67,50.29,1,0.501,0.258,132,903,6,0.592,1,0,
41811,4913.95,117,99240.86,89457.65,36.29,2,0.151,0.01,169,1707,3,0.988,0,0,
41812,5409.09,56,41110.79,15514.5,68.2,0,0.447,0.578,92,1396,0,0.649,0,1,11.0
41813,3985.0,70,22466.69,18823.84,84.7,2,0.368,0.542,72,225,2,0.756,0,0,
41814,2360.97,68,49386.46,33424.06,68.69,2,0.859,0.482,107,1181,3,0.982,0,1,24.0
41815,5697.3,95,17674.55,11294.83,96.48,1,0.12,0.63,66,1120,4,0.836,1,0,
41816,2322.7,24,24298.31,19470.6,38.12,2,0.746,0.17,79,1391,1,0.505,1,0,
41817,1504.55,27,18660.65,9151.7,97.2,0,0.086,0.809,162,537,6,0.32,0,0,
41818,10607.24,8,18714.33,14056.65,32.1,1,0.704,0.901,83,2466,5,0.688,0,1,5.0
41819,4407.39,77,56372.57,30330.13,44.32,3,0.298,0.046,160,1079,1,0.708,0,0,
41820,1591.08,64,33141.24,24228.34,64.3,2,0.328,0.191,144,1154,2,0.551,0,1,12.0
41821,3318.95,57,49474.03,18006.17,41.68,2,0.089,0.743,4,1068,4,0.3,0,0,
41822,3046.76,133,40733.8,37229.24,72.63,4,0.079,0.011,139,1716,1,0.811,1,0,
41823,2253.11,147,16848.12,15120.05,50.61,2,0.151,0.036,17,2108,2,0.108,0,0,
41824,3593.35,127,31399.27,28624.99,47.93,1,0.661,0.497,97,1778,6,0.466,0,1,25.0
41825,1418.25,180,22551.87,8903.39,79.08,0,0.869,0.766,138,1690,6,0.482,0,0,
41826,5996.39,111,28594.01,12644.69,76.18,2,0.685,0.914,99,2196,3,0.968,0,1,23.0
41827,2966.3,78,34781.88,30982.19,75.47,2,0.277,0.367,176,2161,3,0.137,0,0,
41828,822.57,173,31177.04,24482.91,79.73,4,0.761,0.286,150,1750,1,0.708,0,0,
41829,2483.63,37,40286.37,25029.91,95.02,3,0.705,0.273,39,861,0,0.686,0,1,17.0
41830,1821.3,143,38712.0,20407.99,94.8,1,0.154,0.384,165,1421,7,0.033,0,0,
41831,272.51,27,21995.97,18876.84,69.9,5,0.605,0.605,145,1216,1,0.067,0,0,
41832,2631.6,81,38292.67,32381.51,37.92,1,0.332,0.061,174,1824,0,0.424,0,1,21.0
41833,6832.34,91,86581.16,44213.42,45.07,1,0.653,0.588,178,831,0,0.76,1,0,
41834,2734.62,136,27640.05,17830.02,82.64,2,0.222,0.662,89,2060,1,0.778,0,1,29.0
41835,5252.79,48,17468.58,12649.14,94.39,0,0.901,0.834,164,1463,3,0.104,0,1,20.0
41836,3001.29,26,32052.84,13470.05,66.3,2,0.105,0.357,48,1431,2,0.471,0,0,
41837,2069.17,78,54015.64,50198.4,62.13,3,0.604,0.457,97,664,0,0.922,1,1,2.0
41838,1660.24,9,50261.97,41465.07,66.14,1,0.913,0.928,146,984,6,0.675,0,0,
41839,1068.24,143,43725.87,32519.63,47.38,2,0.288,0.547,51,1565,5,0.952,0,0,
41840,6251.72,98,80150.8,69563.85,45.43,3,0.794,0.849,31,530,6,0.364,0,1,9.0
41841,5348.65,109,74950.31,33283.81,46.2,3,0.841,0.058,5,2407,2,0.162,0,0,
41842,2385.98,140,63939.95,48367.52,28.09,2,0.002,0.342,82,907,7,0.26,0,0,
41843,590.27,89,31737.91,12964.96,45.72,0,0.857,0.225,78,1532,7,0.919,0,0,
41844,4348.85,33,148101.36,68162.04,61.98,2,0.839,0.277,107,1900,6,0.44,0,1,3.0
41845,1445.45,122,26001.42,13117.94,54.38,1,0.087,0.25,38,2264,7,0.066,0,0,
41846,3344.61,112,56769.52,37531.46,65.59,0,0.055,0.183,133,1745,4,0.919,0,1,14.0
41847,868.7,106,26176.45,11271.67,49.29,1,0.372,0.528,94,2496,0,0.826,0,0,
41848,3208.63,132,53266.88,39545.56,90.15,2,0.224,0.831,103,1473,6,0.876,0,1,18.0
41849,2683.69,5,48583.77,20316.1,53.23,0,0.564,0.741,80,2495,5,0.657,0,0,
41850,433.65,16,30817.18,15964.3,50.76,4,0.947,0.409,90,2130,6,0.55,0,1,29.0
41851,10876.58,45,12829.32,10204.91,40.85,1,0.915,0.599,6,1156,6,0.726,1,0,
41852,2297.2,68,107809.74,83015.21,28.35,3,0.35,0.451,65,1708,5,0.899,0,0,
41853,2422.57,19,81205.55,72227.94,48.23,2,0.629,0.588,133,1658,4,0.451,0,1,9.0
41854,4572.16,13,76465.67,53561.3,88.75,3,0.928,0.249,115,1088,0,0.703,1,0,
41855,2862.54,131,17540.77,15300.78,40.28,1,0.574,0.393,173,1454,3,0.962,1,0,
41856,3988.55,5,59682.76,51464.05,24.41,6,0.571,0.413,89,1412,1,0.326,0,0,
41857,1193.32,15,33752.88,21031.22,54.92,1,0.624,0.657,63,1692,5,0.279,0,1,23.0
41858,2660.46,33,29462.68,25378.93,60.86,1,0.505,0.394,86,1871,5,0.452,0,0,
41859,647.13,41,24028.3,18707.4,20.64,2,0.914,0.976,161,749,6,0.527,0,0,
41860,2464.84,34,75165.52,34515.24,34.71,4,0.083,0.767,92,1728,2,0.26,1,0,
41861,9471.61,17,42669.8,30097.31,91.8,1,0.708,0.37,15,1123,1,0.016,0,1,16.0
41862,893.56,41,36632.46,21714.49,45.45,3,0.471,0.973,119,2447,7,0.322,0,1,2.0
41863,2251.61,58,43697.82,23894.45,38.43,1,0.161,0.25,14,721,6,0.402,0,0,
41864,545.04,7,40101.31,28625.77,46.16,2,0.999,0.522,148,378,6,0.74,0,0,
41865,2999.97,44,60062.84,38176.54,40.86,1,0.434,0.161,59,2386,2,0.586,0,1,10.0
41866,4328.34,37,12836.7,12133.25,44.58,3,0.451,0.711,102,2253,2,0.279,0,0,
41867,4051.25,172,29685.48,27766.01,64.55,2,0.101,0.684,13,568,3,0.688,0,0,
41868,1841.81,120,18104.26,13452.92,57.7,0,0.21,0.63,86,2363,6,0.744,0,0,
41869,536.28,37,41108.94,20189.69,56.71,2,0.249,0.023,26,1840,5,0.818,0,0,
41870,1104.06,15,16569.18,11819.39,22.05,2,0.38,0.383,103,1212,2,0.153,0,0,
41871,8145.17,3,19622.88,8952.91,63.64,3,0.073,0.556,106,2007,0,0.281,0,1,1.0
41872,6022.05,107,42582.73,35101.17,58.66,1,0.067,0.013,67,111,2,0.645,0,0,
41873,2770.9,102,31357.32,29233.69,78.28,3,0.855,0.671,180,1318,6,0.897,0,1,19.0
41874,3394.24,98,43392.21,21093.57,78.22,3,0.608,0.618,66,1057,0,0.645,0,1,24.0
41875,1310.16,60,19913.96,12247.96,91.32,1,0.46,0.192,32,1974,1,0.331,0,1,13.0
41876,8370.81,99,32224.18,16798.76,39.64,1,0.82,0.43,158,2149,3,0.445,0,1,12.0
41877,1676.86,63,35402.68,12579.75,44.42,3,0.763,0.785,27,2124,5,0.611,0,1,6.0
41878,4229.42,112,18315.74,17069.92,39.47,2,0.489,0.594,38,369,1,0.455,0,0,
41879,1030.38,84,25621.34,18208.55,63.32,3,0.432,0.711,35,831,5,0.236,0,0,
41880,2584.88,145,39659.37,32591.68,79.6,0,0.841,0.884,6,439,3,0.799,0,1,19.0
41881,8092.96,95,30222.96,28568.82,55.69,3,0.177,0.27,42,1696,5,0.062,1,0,
41882,1397.52,30,23771.99,10243.65,93.31,2,0.823,0.052,33,790,1,0.266,0,0,
41883,5428.87,37,40789.46,17238.75,37.09,2,0.888,0.476,169,2089,4,0.876,1,0,
41884,1255.62,172,28184.77,19883.79,39.83,6,0.556,0.099,66,1594,6,0.945,0,0,
41885,1448.77,126,41903.95,32616.21,40.28,3,0.279,0.144,80,1458,4,0.998,0,0,
41886,2959.63,66,47817.01,26327.33,53.72,3,0.947,0.915,99,1933,3,0.895,0,1,26.0
41887,6485.42,169,49009.48,32274.12,53.99,1,0.959,0.354,48,2447,2,0.717,0,1,8.0
41888,2348.31,60,38673.83,18494.6,94.34,2,0.162,0.083,2,2170,6,0.755,1,0,
41889,4889.57,103,33144.8,24107.7,22.23,1,0.402,0.446,114,2426,6,0.723,0,0,
41890,7445.08,141,35550.54,15598.11,38.11,3,0.32,0.954,31,317,0,0.945,0,0,
41891,1608.54,56,70257.34,38591.78,47.13,1,0.721,0.596,39,358,0,0.51,0,0,
41892,879.95,24,25644.07,9196.04,42.65,3,0.958,0.035,143,625,1,0.461,0,0,
41893,2243.04,3,71795.61,44396.75,71.47,4,0.43,0.068,7,2406,6,0.239,1,0,
41894,8254.15,29,28199.57,13602.17,48.72,2,0.967,0.383,11,828,2,0.221,0,0,
41895,1556.0,144,46180.24,16616.0,78.81,4,0.914,0.685,118,307,4,0.833,0,1,28.0
41896,6714.06,88,40099.59,36432.94,77.14,2,0.986,0.435,5,763,2,0.74,0,0,
41897,2416.32,132,51018.48,26086.43,71.3,4,0.41,0.667,156,200,2,0.295,0,0,
41898,12148.61,54,8901.4,8290.19,88.73,2,0.948,0.84,102,119,2,0.703,0,1,28.0
41899,17967.82,148,48101.1,40549.94,68.31,2,0.795,0.482,109,2184,0,0.749,0,0,
41900,6803.35,79,33215.29,27743.72,99.17,3,0.176,0.926,29,629,5,0.858,0,0,
41901,798.49,57,49730.42,41677.63,27.64,2,0.003,0.411,63,871,2,0.873,0,0,
41902,435.9,103,42013.19,17852.48,84.87,1,0.42,0.659,102,985,6,0.848,0,1,25.0
41903,3130.48,67,57696.48,47568.47,42.38,3,0.139,0.044,32,827,2,0.618,0,1,5.0
41904,6156.85,127,22198.83,18868.66,71.28,2,0.421,0.245,56,586,1,0.5,0,0,
41905,4450.66,56,14605.12,6932.89,94.56,0,0.089,0.385,170,532,2,0.702,0,1,10.0
41906,1670.91,89,16170.86,14659.01,59.5,3,0.978,0.477,103,2260,6,0.297,1,0,
41907,907.97,64,28223.82,14330.11,51.06,1,0.267,0.44,153,1413,1,0.906,0,0,
41908,6271.89,15,24230.96,22232.24,92.84,2,0.895,0.403,169,243,2,0.908,0,1,8.0
41909,13185.58,88,46912.34,20042.02,77.6,3,0.684,0.191,10,402,4,0.891,1,0,
41910,1744.03,149,67083.68,63140.86,33.89,2,0.33,0.725,68,1099,3,0.351,1,0,
41911,5768.52,78,52110.9,49053.01,94.27,3,0.262,0.104,48,2451,4,0.178,0,0,
41912,23917.06,155,26959.81,14625.72,78.2,0,0.861,0.201,44,1638,5,0.4,1,0,
41913,2561.18,77,34548.82,26247.41,67.2,1,0.788,0.346,105,1646,7,0.09,0,0,
41914,2602.98,87,48824.94,45376.16,25.78,4,0.293,0.382,78,391,6,0.841,1,0,
41915,4664.73,66,71644.81,41400.32,71.59,1,0.735,0.171,20,2461,2,0.307,0,0,
41916,2374.44,77,61890.49,52890.04,81.93,2,0.225,0.578,96,1896,1,0.355,0,1,15.0
41917,8702.68,16,61954.39,28568.83,62.64,2,0.55,0.789,117,507,7,0.965,0,0,
41918,2157.69,126,44448.0,36921.32,84.5,3,0.863,0.73,157,1058,5,0.18,0,0,
41919,2907.83,129,63660.51,25610.05,26.77,0,0.599,0.714,154,1604,5,0.004,0,0,
41920,940.15,66,54214.24,28326.14,33.16,4,0.389,0.585,132,1052,4,0.364,0,0,
41921,2468.91,96,16704.85,11377.33,28.65,1,0.002,0.526,110,2349,5,0.181,1,0,
41922,1331.33,66,42513.01,20711.17,62.9,2,0.555,0.052,167,2068,5,0.7,1,0,
41923,3931.79,4,23726.18,9011.68,90.45,1,0.445,0.775,102,1979,3,0.786,0,0,
41924,787.3,4,23698.7,20324.84,37.26,1,0.936,0.232,157,1776,4,0.551,1,1,13.0
41925,6528.35,77,39250.35,25350.81,95.25,2,0.049,0.319,85,2209,1,0.586,0,1,23.0
41926,1484.84,173,36204.12,26280.79,29.27,0,0.532,0.551,52,165,1,0.847,0,0,
41927,12422.98,1,32360.7,30436.56,66.86,1,0.036,0.02,114,722,6,0.483,0,0,
41928,8924.95,67,19156.32,15994.2,36.2,1,0.625,0.636,109,2422,7,0.025,1,0,
41929,4575.71,116,33482.3,12689.97,80.69,2,0.866,0.119,63,2479,0,0.791,0,0,
41930,870.97,143,20042.3,18962.8,40.84,3,0.249,0.752,162,2347,5,0.748,0,0,
41931,1803.87,67,42410.17,40102.95,98.85,4,0.363,0.462,35,2427,3,0.05,0,1,16.0
41932,1455.3,97,35735.92,30991.13,92.25,1,0.692,0.504,92,2192,1,0.626,1,0,
41933,1608.57,14,49662.96,43330.33,35.86,1,0.564,0.466,113,2286,0,0.888,1,0,
41934,10524.16,10,22103.72,19247.04,98.23,4,0.493,0.346,70,1411,4,0.747,0,0,
41935,2638.29,87,65615.44,47155.98,26.32,3,0.415,0.875,21,1164,4,0.168,1,1,29.0
41936,1761.13,171,40214.56,18352.55,87.28,4,0.119,0.975,16,2097,3,0.249,1,0,
41937,1638.72,136,197158.42,134347.73,37.73,4,0.564,0.789,133,1708,3,0.311,1,0,
41938,1947.94,1,23656.45,19427.53,49.6,0,0.738,0.369,13,635,1,0.071,1,1,2.0
41939,4564.64,45,82399.08,78110.18,69.99,2,0.647,0.772,126,138,0,0.005,0,1,6.0
41940,811.05,92,24752.08,20082.35,95.3,1,0.645,0.368,124,1472,2,0.999,0,1,11.0
41941,3224.53,73,61015.62,52232.76,40.44,1,0.142,0.421,99,1764,0,0.718,0,0,
41942,4183.22,171,46713.06,32347.25,75.71,1,0.462,0.193,149,1100,2,0.947,0,1,22.0
